Date Time,p (mbar),T (degC),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
26.10.2015 12:00:00,997.24,10.29,8.39,88.0,12.54,11.03,1.5,6.91,11.06,1220.49,2.14,3.18,48.71
26.10.2015 13:00:00,996.32,11.5,8.88,83.9,13.59,11.4,2.19,7.15,11.44,1214.0,1.26,2.22,44.48
26.10.2015 14:00:00,995.89,12.15,8.66,79.2,14.18,11.23,2.95,7.05,11.28,1210.79,2.1,3.76,43.0
26.10.2015 15:00:00,995.6,12.0,9.05,82.1,14.04,11.53,2.51,7.24,11.58,1210.93,3.99,5.33,31.59
26.10.2015 16:00:00,995.26,12.2,9.04,81.0,14.23,11.53,2.7,7.24,11.58,1209.67,2.84,4.36,54.42
26.10.2015 17:00:00,995.03,12.18,8.6,78.7,14.21,11.18,3.03,7.02,11.24,1209.63,1.01,1.9,82.2
26.10.2015 18:00:00,994.93,11.28,7.89,79.6,13.39,10.66,2.73,6.69,10.71,1213.58,2.77,3.68,38.13
26.10.2015 19:00:00,994.79,11.33,7.19,75.6,13.43,10.16,3.28,6.38,10.21,1213.42,1.18,3.8,172.0
26.10.2015 20:00:00,994.76,11.06,7.15,76.8,13.2,10.13,3.06,6.36,10.19,1214.56,1.47,3.28,65.76
26.10.2015 21:00:00,994.79,10.01,7.21,82.7,12.3,10.17,2.13,6.39,10.23,1219.07,2.37,4.12,58.57
26.10.2015 22:00:00,994.89,8.92,7.23,89.1,11.43,10.18,1.25,6.39,10.24,1223.9,1.26,1.68,10.1
26.10.2015 23:00:00,994.58,7.8,6.6,92.1,10.59,9.76,0.84,6.12,9.81,1228.6,0.21,0.52,11.2
27.10.2015 00:00:00,994.27,6.91,6.07,94.4,9.96,9.41,0.56,5.91,9.46,1232.3,0.21,0.44,169.6
27.10.2015 01:00:00,994.2,6.23,5.7,96.4,9.51,9.16,0.34,5.75,9.22,1235.32,0.97,1.6,234.3
27.10.2015 02:00:00,994.25,5.36,5.03,97.7,8.95,8.75,0.21,5.49,8.8,1239.41,1.29,1.68,217.2
27.10.2015 03:00:00,994.07,4.9,4.57,97.7,8.67,8.47,0.2,5.32,8.52,1241.36,0.56,0.76,185.6
27.10.2015 04:00:00,993.63,4.06,3.73,97.7,8.17,7.99,0.19,5.01,8.04,1244.81,0.4,0.72,198.2
27.10.2015 05:00:00,993.5,3.03,2.7,97.7,7.6,7.42,0.17,4.66,7.47,1249.58,0.32,0.64,153.7
27.10.2015 06:00:00,993.4,2.53,2.31,98.5,7.33,7.22,0.11,4.53,7.27,1251.84,0.57,1.48,193.0
27.10.2015 07:00:00,993.3,2.15,1.96,98.6,7.14,7.04,0.1,4.42,7.08,1253.48,0.72,1.18,220.8
27.10.2015 08:00:00,993.53,2.32,2.18,99.0,7.22,7.15,0.07,4.49,7.2,1252.97,1.46,1.92,220.1
27.10.2015 09:00:00,993.53,3.11,2.97,99.0,7.64,7.56,0.08,4.75,7.61,1249.17,1.25,1.72,209.9
27.10.2015 10:00:00,993.48,6.48,6.24,98.4,9.67,9.52,0.15,5.98,9.58,1233.16,0.85,1.64,194.2
27.10.2015 11:00:00,993.16,9.49,9.08,97.3,11.88,11.56,0.32,7.27,11.64,1218.66,2.16,3.6,169.9
27.10.2015 12:00:00,992.61,12.02,7.56,74.1,14.06,10.42,3.64,6.56,10.5,1207.71,2.41,3.68,168.4
27.10.2015 13:00:00,991.95,13.78,8.05,68.26,15.78,10.77,5.01,6.78,10.86,1199.34,1.76,3.0,162.2
27.10.2015 14:00:00,991.37,14.85,8.11,63.96,16.91,10.82,6.1,6.82,10.91,1194.16,2.83,4.52,171.6
27.10.2015 15:00:00,991.1,15.03,8.11,63.22,17.11,10.82,6.29,6.82,10.91,1193.09,2.68,4.14,179.8
27.10.2015 16:00:00,990.9,13.63,7.69,67.29,15.63,10.52,5.11,6.63,10.61,1198.81,2.86,5.36,151.8
27.10.2015 17:00:00,991.08,11.47,7.28,75.4,13.56,10.22,3.34,6.44,10.32,1208.26,1.83,3.7,174.0
27.10.2015 18:00:00,991.09,9.7,6.73,81.7,12.05,9.84,2.2,6.2,9.93,1216.01,1.5,2.36,195.2
27.10.2015 19:00:00,991.28,8.79,6.3,84.3,11.33,9.55,1.78,6.02,9.64,1220.3,1.97,2.72,202.4
27.10.2015 20:00:00,990.91,7.98,5.91,86.7,10.72,9.3,1.43,5.86,9.38,1223.48,2.51,3.36,210.2
27.10.2015 21:00:00,990.72,7.39,5.6,88.4,10.3,9.1,1.19,5.74,9.19,1225.91,1.98,3.28,203.5
27.10.2015 22:00:00,990.63,6.64,5.41,91.8,9.78,8.98,0.8,5.66,9.07,1229.13,1.42,2.36,193.2
27.10.2015 23:00:00,990.34,5.95,5.06,94.0,9.32,8.76,0.56,5.52,8.85,1231.93,0.89,1.88,207.8
28.10.2015 00:00:00,990.13,5.35,4.6,94.9,8.94,8.49,0.46,5.35,8.57,1234.47,1.63,2.44,211.3
28.10.2015 01:00:00,989.87,4.59,4.1,96.6,8.48,8.19,0.29,5.17,8.28,1237.62,0.51,1.04,200.2
28.10.2015 02:00:00,989.36,3.09,2.7,97.3,7.63,7.42,0.21,4.68,7.5,1244.1,0.37,0.82,118.8
28.10.2015 03:00:00,988.99,2.56,2.27,98.0,7.34,7.2,0.15,4.54,7.28,1246.13,0.81,1.32,194.4
28.10.2015 04:00:00,988.65,1.83,1.63,98.6,6.97,6.87,0.1,4.34,6.95,1249.15,0.55,0.92,173.1
28.10.2015 05:00:00,988.39,1.62,1.44,98.7,6.87,6.78,0.09,4.28,6.86,1249.8,0.76,1.08,193.6
28.10.2015 06:00:00,988.11,1.08,0.93,98.9,6.61,6.54,0.07,4.12,6.61,1252.02,0.56,1.04,161.4
28.10.2015 07:00:00,988.19,1.01,0.88,99.1,6.57,6.51,0.06,4.11,6.59,1252.48,0.72,1.22,205.6
28.10.2015 08:00:00,987.82,1.36,1.24,99.2,6.74,6.69,0.05,4.22,6.77,1250.34,0.64,1.16,194.5
28.10.2015 09:00:00,988.15,2.78,2.7,99.4,7.46,7.42,0.04,4.68,7.51,1243.94,1.19,1.72,222.8
28.10.2015 10:00:00,987.95,4.61,4.48,99.1,8.49,8.42,0.08,5.32,8.52,1235.03,0.86,1.76,230.5
28.10.2015 11:00:00,987.4,7.91,7.82,99.4,10.67,10.61,0.06,6.71,10.74,1218.82,0.87,2.36,162.3
28.10.2015 12:00:00,986.94,9.55,8.57,93.6,11.93,11.16,0.76,7.07,11.31,1210.93,1.57,2.36,125.5
28.10.2015 13:00:00,986.66,11.88,7.48,74.4,13.93,10.37,3.57,6.56,10.51,1201.05,2.04,2.96,169.1
28.10.2015 14:00:00,986.11,12.64,7.06,68.74,14.65,10.07,4.58,6.38,10.21,1197.33,2.05,3.32,146.6
28.10.2015 15:00:00,985.91,13.63,7.36,65.77,15.63,10.28,5.35,6.51,10.43,1192.85,2.9,4.48,162.4
28.10.2015 16:00:00,985.87,11.91,6.93,71.5,13.96,9.98,3.98,6.32,10.12,1200.14,1.9,3.2,207.3
28.10.2015 17:00:00,986.09,10.47,6.9,78.5,12.69,9.96,2.73,6.31,10.1,1206.51,1.99,3.52,151.0
28.10.2015 18:00:00,986.24,8.92,6.18,82.9,11.43,9.48,1.95,6.0,9.61,1213.55,1.14,2.16,188.3
28.10.2015 19:00:00,986.05,8.35,5.81,84.0,11.0,9.24,1.76,5.85,9.37,1215.89,1.24,1.7,206.4
28.10.2015 20:00:00,985.94,7.94,5.53,84.7,10.69,9.06,1.64,5.73,9.19,1217.61,1.58,2.2,216.8
28.10.2015 21:00:00,986.17,7.33,5.23,86.5,10.26,8.87,1.38,5.62,9.0,1220.63,1.31,2.04,219.9
28.10.2015 22:00:00,986.46,6.76,4.97,88.3,9.86,8.71,1.15,5.51,8.83,1223.55,1.5,1.98,222.5
28.10.2015 23:00:00,986.68,6.05,4.7,91.0,9.39,8.55,0.85,5.41,8.66,1227.0,1.26,1.88,218.4
29.10.2015 00:00:00,986.71,5.42,4.27,92.3,8.99,8.3,0.69,5.25,8.41,1229.95,0.84,1.32,230.1
29.10.2015 01:00:00,986.89,4.96,3.94,93.1,8.7,8.1,0.6,5.12,8.21,1232.3,0.36,0.58,79.8
29.10.2015 02:00:00,987.39,4.25,3.64,95.8,8.28,7.93,0.35,5.01,8.03,1236.17,1.92,3.08,248.4
29.10.2015 03:00:00,987.6,3.75,3.16,95.9,8.0,7.67,0.33,4.84,7.76,1238.77,0.87,1.68,203.6
29.10.2015 04:00:00,987.92,2.91,2.61,97.9,7.53,7.37,0.16,4.66,7.46,1243.1,0.5,0.92,231.6
29.10.2015 05:00:00,988.02,2.46,2.18,98.0,7.3,7.15,0.15,4.51,7.24,1245.34,1.0,1.64,207.0
29.10.2015 06:00:00,988.59,2.92,2.75,98.8,7.54,7.45,0.09,4.7,7.53,1243.87,0.66,1.04,197.7
29.10.2015 07:00:00,989.34,3.57,3.43,99.0,7.89,7.81,0.08,4.93,7.9,1241.71,0.88,1.66,200.5
29.10.2015 08:00:00,989.95,4.14,4.02,99.1,8.22,8.15,0.07,5.13,8.23,1239.75,1.65,3.04,174.3
29.10.2015 09:00:00,990.67,4.35,4.22,99.1,8.34,8.27,0.08,5.21,8.34,1239.67,1.86,2.56,176.3
29.10.2015 10:00:00,991.18,4.97,4.84,99.1,8.71,8.63,0.08,5.43,8.71,1237.39,1.68,2.44,174.1
29.10.2015 11:00:00,991.68,5.83,5.7,99.1,9.25,9.17,0.08,5.77,9.24,1233.92,1.39,2.2,196.3
29.10.2015 12:00:00,992.09,6.76,6.63,99.1,9.87,9.78,0.09,6.15,9.86,1230.04,1.28,2.0,190.8
29.10.2015 13:00:00,992.26,8.35,8.07,98.1,11.0,10.79,0.21,6.79,10.87,1222.85,1.04,2.0,174.9
29.10.2015 14:00:00,992.67,9.19,8.53,95.6,11.64,11.13,0.51,7.0,11.21,1219.56,1.0,1.64,185.8
29.10.2015 15:00:00,993.0,9.95,8.26,89.2,12.25,10.93,1.32,6.87,11.01,1216.78,1.25,1.84,142.4
29.10.2015 16:00:00,993.56,10.36,8.51,88.3,12.59,11.12,1.47,6.99,11.19,1215.62,0.62,1.08,178.0
29.10.2015 17:00:00,994.39,10.31,8.61,89.2,12.55,11.2,1.36,7.03,11.26,1216.82,1.0,1.64,200.4
29.10.2015 18:00:00,995.09,10.23,8.65,89.9,12.48,11.22,1.26,7.05,11.28,1218.01,0.81,1.4,234.5
29.10.2015 19:00:00,995.76,10.2,8.67,90.2,12.46,11.24,1.22,7.05,11.29,1218.95,0.75,1.28,219.9
29.10.2015 20:00:00,996.24,10.13,8.71,90.9,12.4,11.27,1.13,7.07,11.32,1219.83,0.72,1.04,217.7
29.10.2015 21:00:00,996.34,9.88,8.69,92.3,12.2,11.26,0.94,7.06,11.3,1221.04,0.76,1.24,156.7
29.10.2015 22:00:00,996.75,9.67,8.69,93.6,12.02,11.25,0.77,7.05,11.29,1222.45,0.18,0.44,11.42
29.10.2015 23:00:00,997.2,9.41,8.59,94.6,11.82,11.18,0.64,7.0,11.21,1224.17,1.01,1.36,218.1
30.10.2015 00:00:00,998.01,8.7,8.15,96.3,11.26,10.85,0.42,6.79,10.87,1228.41,0.25,0.48,263.8
30.10.2015 01:00:00,998.44,8.12,7.64,96.8,10.83,10.48,0.35,6.55,10.5,1231.64,0.73,1.14,187.2
30.10.2015 02:00:00,998.57,8.02,7.57,97.0,10.75,10.43,0.32,6.52,10.45,1232.27,0.26,0.68,159.7
30.10.2015 03:00:00,998.96,8.03,7.58,97.0,10.76,10.44,0.32,6.52,10.45,1232.7,0.22,0.48,27.03
30.10.2015 04:00:00,999.05,7.82,7.36,96.9,10.61,10.28,0.33,6.42,10.29,1233.81,0.44,0.8,186.3
30.10.2015 05:00:00,999.37,8.02,7.6,97.2,10.75,10.45,0.3,6.53,10.46,1233.25,0.2,0.6,304.5
30.10.2015 06:00:00,999.72,8.12,7.63,96.7,10.83,10.47,0.36,6.54,10.47,1233.23,0.36,0.76,96.1
30.10.2015 07:00:00,1000.1,8.38,7.95,97.1,11.02,10.7,0.32,6.68,10.7,1232.45,0.27,0.72,295.9
30.10.2015 08:00:00,1000.49,8.4,7.83,96.2,11.03,10.62,0.42,6.63,10.61,1232.9,0.53,1.08,151.2
30.10.2015 09:00:00,1000.97,9.26,8.27,93.5,11.7,10.94,0.76,6.82,10.93,1229.58,0.33,1.04,212.3
30.10.2015 10:00:00,1001.27,9.95,8.71,92.0,12.25,11.27,0.98,7.03,11.26,1226.8,0.73,1.68,29.02
30.10.2015 11:00:00,1001.52,10.41,8.83,89.9,12.64,11.36,1.28,7.09,11.34,1225.08,1.28,1.56,28.33
30.10.2015 12:00:00,1001.76,11.37,8.45,82.2,13.47,11.07,2.4,6.9,11.05,1221.37,2.6,3.4,32.03
30.10.2015 13:00:00,1001.52,11.96,7.6,74.6,14.01,10.45,3.56,6.52,10.43,1218.84,1.78,3.24,52.56
30.10.2015 14:00:00,1001.51,11.78,7.43,74.6,13.84,10.33,3.52,6.44,10.31,1219.65,2.66,4.2,58.33
30.10.2015 15:00:00,1001.81,11.58,7.37,75.3,13.66,10.29,3.37,6.41,10.27,1220.89,2.03,3.44,58.16
30.10.2015 16:00:00,1002.34,11.12,8.51,83.9,13.25,11.12,2.13,6.93,11.09,1223.13,3.18,4.12,44.61
30.10.2015 17:00:00,1002.14,10.6,8.29,85.6,12.8,10.95,1.84,6.83,10.93,1225.2,1.99,3.2,47.85
30.10.2015 18:00:00,1002.62,10.16,8.13,87.2,12.43,10.84,1.59,6.75,10.81,1227.76,3.92,4.89,37.27
30.10.2015 19:00:00,1003.01,9.09,7.65,90.7,11.56,10.49,1.08,6.53,10.46,1233.05,3.28,4.97,40.98
30.10.2015 20:00:00,1003.09,8.23,7.25,93.5,10.91,10.2,0.71,6.35,10.17,1237.05,1.72,3.04,60.49
30.10.2015 21:00:00,1003.34,8.29,7.21,92.9,10.95,10.17,0.78,6.33,10.14,1237.11,1.58,2.32,141.1
30.10.2015 22:00:00,1003.35,7.95,6.95,93.4,10.7,10.0,0.71,6.22,9.96,1238.7,1.66,2.2,69.31
30.10.2015 23:00:00,1003.26,7.93,6.92,93.3,10.69,9.97,0.72,6.21,9.94,1238.69,1.56,2.72,95.2
31.10.2015 00:00:00,1003.1,7.66,6.85,94.6,10.49,9.93,0.57,6.18,9.89,1239.7,1.77,2.22,29.47
31.10.2015 01:00:00,1003.11,7.76,6.97,94.7,10.56,10.0,0.56,6.23,9.97,1239.24,0.32,0.96,15.8
31.10.2015 02:00:00,1003.46,6.91,6.21,95.3,9.96,9.5,0.47,5.91,9.46,1243.68,0.56,1.02,316.1
31.10.2015 03:00:00,1003.25,5.79,5.3,96.6,9.22,8.91,0.31,5.54,8.88,1248.67,0.63,1.24,172.6
31.10.2015 04:00:00,1003.15,5.01,4.69,97.8,8.73,8.54,0.19,5.31,8.52,1252.23,1.08,1.38,217.3
31.10.2015 05:00:00,1003.16,4.42,4.19,98.4,8.38,8.25,0.13,5.13,8.22,1255.03,0.98,1.5,209.5
31.10.2015 06:00:00,1003.24,3.67,3.5,98.8,7.95,7.85,0.1,4.88,7.83,1258.73,1.27,1.88,201.4
31.10.2015 07:00:00,1003.4,3.03,2.87,98.9,7.6,7.51,0.08,4.67,7.49,1262.02,0.96,1.52,156.6
31.10.2015 08:00:00,1003.62,3.04,2.91,99.1,7.6,7.53,0.07,4.68,7.51,1262.22,0.89,1.4,164.6
31.10.2015 09:00:00,1003.89,3.63,3.5,99.1,7.93,7.85,0.07,4.88,7.82,1259.74,0.65,1.04,154.1
31.10.2015 10:00:00,1004.05,4.75,4.62,99.1,8.58,8.5,0.08,5.28,8.47,1254.54,1.03,1.6,180.4
31.10.2015 11:00:00,1003.73,8.18,7.72,96.9,10.87,10.53,0.34,6.55,10.49,1237.91,1.09,1.76,179.2
31.10.2015 12:00:00,1003.33,10.78,6.27,73.6,12.95,9.53,3.42,5.93,9.5,1226.54,1.0,1.52,160.2
31.10.2015 13:00:00,1002.74,12.48,6.77,68.08,14.5,9.87,4.63,6.14,9.84,1218.38,1.11,1.68,30.31
31.10.2015 14:00:00,1002.2,14.35,7.49,63.32,16.38,10.37,6.01,6.46,10.35,1209.56,1.02,1.88,23.18
31.10.2015 15:00:00,1002.01,16.57,7.53,55.05,18.88,10.4,8.49,6.48,10.37,1200.05,0.67,1.4,188.7
31.10.2015 16:00:00,1002.02,14.61,7.15,60.83,16.65,10.13,6.52,6.31,10.11,1208.36,0.68,1.04,221.4
31.10.2015 17:00:00,1002.44,12.97,6.39,64.25,14.97,9.62,5.35,5.99,9.59,1216.04,0.35,1.08,158.6
31.10.2015 18:00:00,1002.97,11.75,6.46,69.96,13.81,9.66,4.15,6.02,9.64,1221.86,1.23,2.04,212.5
31.10.2015 19:00:00,1003.08,11.33,6.44,71.8,13.43,9.65,3.79,6.0,9.62,1223.81,2.07,2.96,213.0
31.10.2015 20:00:00,1003.03,10.14,5.45,72.6,12.41,9.01,3.4,5.61,8.98,1229.19,0.84,1.68,212.6
31.10.2015 21:00:00,1003.26,9.43,5.5,76.4,11.83,9.04,2.79,5.62,9.01,1232.55,1.53,2.52,177.5
31.10.2015 22:00:00,1003.71,8.52,4.92,78.0,11.13,8.68,2.45,5.4,8.65,1237.25,0.82,1.32,220.0
31.10.2015 23:00:00,1003.75,7.99,4.69,79.6,10.73,8.54,2.19,5.31,8.51,1239.7,1.51,2.24,227.9
01.11.2015 00:00:00,1003.84,9.42,4.4,70.8,11.82,8.37,3.45,5.2,8.34,1233.62,2.36,3.73,205.5
01.11.2015 01:00:00,1003.92,8.55,4.1,73.5,11.15,8.19,2.95,5.09,8.16,1237.6,1.88,2.98,185.5
01.11.2015 02:00:00,1003.87,6.53,3.52,81.0,9.71,7.87,1.84,4.89,7.83,1246.62,1.19,2.0,215.9
01.11.2015 03:00:00,1004.02,4.87,3.17,88.7,8.65,7.67,0.98,4.77,7.64,1254.35,0.61,1.2,174.4
01.11.2015 04:00:00,1003.92,6.28,3.53,82.5,9.54,7.87,1.67,4.89,7.84,1247.84,0.74,1.48,219.7
01.11.2015 05:00:00,1004.01,7.29,3.63,77.5,10.23,7.93,2.3,4.93,7.9,1243.4,2.34,3.08,214.3
01.11.2015 06:00:00,1004.07,4.65,2.92,88.5,8.52,7.54,0.98,4.68,7.51,1255.47,0.87,1.48,233.2
01.11.2015 07:00:00,1004.36,3.68,2.26,90.4,7.95,7.19,0.76,4.46,7.16,1260.44,0.79,1.8,209.2
01.11.2015 08:00:00,1004.84,6.03,3.08,81.3,9.38,7.62,1.75,4.73,7.59,1250.21,0.95,1.76,200.3
01.11.2015 09:00:00,1005.22,6.48,2.91,77.9,9.67,7.53,2.14,4.67,7.49,1248.73,0.75,1.48,195.6
01.11.2015 10:00:00,1005.22,7.66,3.68,75.8,10.49,7.95,2.54,4.94,7.91,1243.25,1.18,1.8,207.3
01.11.2015 11:00:00,1005.22,10.12,4.66,68.8,12.39,8.53,3.87,5.29,8.48,1232.19,1.35,2.2,190.5
01.11.2015 12:00:00,1004.67,13.32,5.95,60.91,15.32,9.33,5.99,5.8,9.29,1217.4,1.57,2.28,180.2
01.11.2015 13:00:00,1004.1,16.14,6.0,50.95,18.37,9.36,9.01,5.82,9.32,1204.82,1.73,3.08,170.7
01.11.2015 14:00:00,1003.56,17.39,6.53,48.82,19.89,9.71,10.18,6.04,9.68,1198.84,1.43,2.56,154.0
01.11.2015 15:00:00,1003.37,17.96,7.03,48.73,20.62,10.05,10.57,6.25,10.01,1196.11,1.56,2.16,195.0
01.11.2015 16:00:00,1003.16,16.62,7.04,53.06,18.94,10.05,8.89,6.26,10.02,1201.38,1.87,2.82,207.4
01.11.2015 17:00:00,1003.12,15.58,6.9,56.18,17.73,9.96,7.77,6.2,9.93,1205.71,0.65,1.24,249.0
01.11.2015 18:00:00,1003.87,12.58,6.95,68.5,14.59,9.99,4.6,6.22,9.96,1219.27,0.62,1.28,68.59
01.11.2015 19:00:00,1004.45,10.2,6.69,78.8,12.46,9.82,2.64,6.1,9.77,1230.29,2.49,2.88,15.57
01.11.2015 20:00:00,1004.68,9.38,6.37,81.4,11.79,9.6,2.19,5.96,9.55,1234.26,0.65,1.64,163.4
01.11.2015 21:00:00,1004.56,7.83,5.81,87.0,10.61,9.23,1.38,5.74,9.19,1241.09,1.19,1.88,196.2
01.11.2015 22:00:00,1004.51,6.92,5.32,89.5,9.97,8.93,1.05,5.55,8.89,1245.19,1.47,2.68,201.1
01.11.2015 23:00:00,1004.29,4.97,3.98,93.3,8.71,8.13,0.58,5.05,8.09,1254.03,1.12,2.56,170.9
02.11.2015 00:00:00,1003.98,4.23,3.38,94.2,8.27,7.79,0.48,4.84,7.76,1257.14,0.64,1.24,162.1
02.11.2015 01:00:00,1003.77,3.57,2.77,94.5,7.89,7.46,0.43,4.64,7.43,1260.05,1.2,1.64,205.8
02.11.2015 02:00:00,1003.38,3.57,3.0,96.0,7.9,7.58,0.32,4.71,7.55,1259.48,1.61,2.64,190.6
02.11.2015 03:00:00,1003.43,2.21,1.75,96.8,7.16,6.93,0.23,4.31,6.91,1266.1,1.55,2.48,193.4
02.11.2015 04:00:00,1003.01,2.09,1.7,97.2,7.11,6.91,0.2,4.29,6.89,1266.1,1.64,3.2,168.7
02.11.2015 05:00:00,1003.13,1.18,0.73,96.8,6.65,6.44,0.21,4.0,6.42,1270.69,0.38,1.0,34.76
02.11.2015 06:00:00,1002.96,0.08,-0.37,96.8,6.14,5.95,0.2,3.7,5.93,1275.85,1.11,1.3,204.0
02.11.2015 07:00:00,1002.96,-1.15,-1.52,97.3,5.62,5.46,0.15,3.4,5.45,1281.81,0.53,1.0,203.2
02.11.2015 08:00:00,1003.36,-0.49,-0.78,97.9,5.89,5.77,0.12,3.58,5.75,1279.1,0.73,1.48,202.5
02.11.2015 09:00:00,1003.17,-0.57,-0.83,98.1,5.86,5.75,0.11,3.57,5.73,1279.22,0.72,1.12,211.5
02.11.2015 10:00:00,1002.83,1.77,1.59,98.7,6.94,6.85,0.09,4.26,6.83,1267.4,1.4,2.2,218.1
02.11.2015 11:00:00,1002.43,6.56,6.07,96.7,9.72,9.4,0.32,5.86,9.38,1244.01,0.49,1.2,160.4
02.11.2015 12:00:00,1001.9,9.74,3.29,64.07,12.08,7.74,4.34,4.82,7.73,1230.13,0.66,1.4,87.2
02.11.2015 13:00:00,1001.34,13.54,4.14,52.88,15.54,8.22,7.32,5.12,8.2,1212.92,0.91,1.56,185.3
02.11.2015 14:00:00,1000.66,15.13,3.75,46.42,17.22,7.99,9.23,4.98,7.99,1205.51,1.12,1.48,205.3
02.11.2015 15:00:00,1000.2,15.83,4.05,45.32,18.01,8.16,9.85,5.09,8.16,1201.97,2.01,2.56,222.0
02.11.2015 16:00:00,1000.18,15.85,4.89,48.01,18.04,8.66,9.38,5.4,8.66,1201.63,0.41,1.08,157.7
02.11.2015 17:00:00,999.97,12.81,3.81,54.19,14.81,8.03,6.79,5.01,8.03,1214.44,0.53,0.94,50.55
02.11.2015 18:00:00,1000.1,9.49,4.23,69.63,11.88,8.27,3.61,5.16,8.27,1228.75,0.23,0.64,278.9
02.11.2015 19:00:00,1000.09,8.21,3.65,72.9,10.89,7.94,2.95,4.95,7.94,1234.48,1.5,1.88,207.1
02.11.2015 20:00:00,999.9,5.89,3.35,83.7,9.28,7.77,1.51,4.85,7.77,1244.61,0.4,0.76,169.1
02.11.2015 21:00:00,999.74,4.61,2.54,86.4,8.49,7.34,1.16,4.58,7.34,1250.33,1.44,2.12,161.0
02.11.2015 22:00:00,999.71,3.45,2.46,93.2,7.83,7.3,0.53,4.55,7.3,1255.54,1.17,1.44,199.7
02.11.2015 23:00:00,999.44,2.83,2.06,94.7,7.49,7.09,0.4,4.42,7.09,1258.15,1.81,2.36,206.3
03.11.2015 00:00:00,999.13,0.54,-0.05,95.8,6.35,6.09,0.27,3.8,6.09,1268.74,0.76,1.64,175.3
03.11.2015 01:00:00,998.95,0.55,0.14,97.0,6.36,6.17,0.19,3.85,6.17,1268.42,1.36,1.88,190.7
03.11.2015 02:00:00,998.62,0.36,-0.02,97.3,6.27,6.1,0.17,3.81,6.11,1268.92,0.44,1.36,248.4
03.11.2015 03:00:00,998.19,-1.34,-1.67,97.6,5.53,5.4,0.13,3.37,5.41,1276.66,0.54,1.44,30.75
03.11.2015 04:00:00,997.58,-1.55,-1.86,97.7,5.45,5.33,0.13,3.33,5.34,1276.87,0.7,1.96,164.3
03.11.2015 05:00:00,997.35,-2.14,-2.41,98.0,5.22,5.11,0.1,3.2,5.13,1279.48,0.32,0.68,327.2
03.11.2015 06:00:00,997.08,-2.35,-2.65,97.8,5.14,5.02,0.11,3.14,5.04,1280.16,1.09,2.0,166.4
03.11.2015 07:00:00,997.25,-2.66,-2.93,98.0,5.02,4.92,0.1,3.07,4.93,1281.91,0.79,1.32,182.6
03.11.2015 08:00:00,997.12,-1.64,-2.08,96.8,5.42,5.24,0.17,3.28,5.26,1276.75,0.71,1.16,149.2
03.11.2015 09:00:00,996.88,-0.32,-1.41,92.3,5.97,5.51,0.46,3.44,5.53,1270.15,1.47,2.28,197.9
03.11.2015 10:00:00,996.52,1.58,-0.57,85.6,6.85,5.86,0.99,3.67,5.88,1260.77,0.8,1.44,210.1
03.11.2015 11:00:00,995.98,5.08,0.6,72.7,8.78,6.38,2.4,3.99,6.41,1243.98,0.51,1.52,149.1
03.11.2015 12:00:00,994.94,8.55,1.36,60.47,11.15,6.74,4.41,4.23,6.78,1227.19,0.54,1.12,153.9
03.11.2015 13:00:00,994.38,11.26,1.57,51.16,13.37,6.84,6.53,4.29,6.88,1214.76,0.87,1.32,91.8
03.11.2015 14:00:00,993.93,13.14,2.76,49.23,15.14,7.45,7.68,4.68,7.5,1205.95,1.11,1.48,38.57
03.11.2015 15:00:00,993.57,14.29,4.34,51.09,16.31,8.33,7.98,5.23,8.39,1200.29,0.9,1.2,38.71
03.11.2015 16:00:00,993.32,12.92,4.46,56.33,14.92,8.4,6.52,5.28,8.46,1205.7,1.5,2.04,3.89
03.11.2015 17:00:00,993.42,10.94,4.61,64.87,13.09,8.49,4.6,5.33,8.55,1214.19,0.71,1.12,266.1
03.11.2015 18:00:00,993.33,8.66,4.47,74.9,11.23,8.41,2.82,5.28,8.47,1223.93,0.5,1.0,57.94
03.11.2015 19:00:00,993.32,7.35,3.78,78.0,10.27,8.01,2.26,5.03,8.07,1229.82,0.48,0.88,349.4
03.11.2015 20:00:00,993.44,5.62,3.4,85.6,9.11,7.8,1.31,4.9,7.85,1237.72,1.45,2.16,204.1
03.11.2015 21:00:00,993.95,4.58,2.76,87.9,8.48,7.45,1.03,4.68,7.5,1243.12,0.22,0.56,317.1
03.11.2015 22:00:00,993.83,3.36,2.28,92.6,7.78,7.2,0.58,4.52,7.24,1248.61,0.41,0.72,108.2
03.11.2015 23:00:00,994.03,3.77,2.89,93.9,8.01,7.52,0.49,4.72,7.56,1246.84,0.48,1.04,240.2
04.11.2015 00:00:00,994.09,1.59,0.95,95.5,6.85,6.54,0.31,4.1,6.58,1257.3,0.42,1.08,123.4
04.11.2015 01:00:00,994.37,0.89,0.31,95.9,6.51,6.25,0.27,3.92,6.28,1261.01,0.76,1.6,196.7
04.11.2015 02:00:00,994.47,1.01,0.3,95.0,6.57,6.24,0.33,3.91,6.28,1260.59,1.21,1.64,200.7
04.11.2015 03:00:00,994.51,1.39,0.87,96.3,6.76,6.51,0.25,4.08,6.54,1258.75,0.24,0.5,137.7
